,title,price,link
319,"Lenovo V15 Gen 4 Laptop, 15.6"" FHD Display, AMD Ryzen 3 7320U Processor, RJ-45, USB-C, HDMI, Windows 11 Pro with MS-Office (8GB LPDDR5 RAM 5500 MHz | 512GB PCIe SSD), Silver, 1 Year Brand Warranty  ","26,990",https://amazon.in//Lenovo-Display-Processor-MS-Office-Warranty/dp/B0CQZ72T7H/ref=sr_1_302?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-302
320,"HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Powered, 6GB RTX 4050 GPU,15.6-inch (39.6 cm),FHD, IPS,144Hz,16GB DDR5,1TB SSD, 300 nits, Win 11,Backlit KB, DTS:X Ultra (MSO, Blue, 2.29 kg), fb2117AX  ","99,490",https://amazon.in//HP-Victus-Powered-15-6-inch-Backlit/dp/B0D7PXTNRX/ref=sr_1_303?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-303
321,"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus  ","33,400",https://amazon.in//Lenovo-V14-Intel-Core-1215U/dp/B0DJCQ8D3J/ref=sr_1_304?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-304
322,"Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","34,990",https://amazon.in//Acer-5-5625U-Premium-Windows-AL15-41/dp/B0DG2GCTD7/ref=sr_1_5?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.oImuo9WRyEf17eqX3Pr54aEEYbKtmlDD8GKPNWa5neEW-_LW77YZRX4IuZ4Hm3lPGLHntuPzHfR_2Bq-3bQIuxpVP_Lu8BJyLzGIxUChuaQKo2ax57b1nR1mt2cUbccSdlKScyyO4wMnMhIcofFXqvO4-WzBV3qXQ-CDCG9Ae416RQKg8k7nDpPl1p-3ym8ZkonXwSkZy3_ijircCI7WoWyXGZ_C5S2OcfwD90JNhqo.Q1YEodEcnCkWxqJ_NzmeMNkil1bNd0E6q3LRZO_Mu4I&dib_tag=se&keywords=laptop&qid=1731617571&sprefix=laptop%2Caps%2C214&sr=8-5
323,"Acer Travelmate Thin and Light Laptop 11th Gen Intel Core i5-1135G7 (16GB DDR4/512GB SSD/Windows11Home/Intel Graphics) TMP215-53, 15.6-inch FHD Display, Backlit Keybaord, Fingerprint, Black, 1.8 KG  ","33,990",https://amazon.in//Acer-Travelmate-Windows11Home-TMP215-53-Fingerprint/dp/B0DJBXXZ9Q/ref=sr_1_25?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-25
324,"Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11 Home) Thin and Light Business Laptop/14 FHD Display/Silver/1.47 kg/MS Office 2021 Pro Plus  ","27,950",https://amazon.in//Lenovo-V14-Ryzen-7320U-Quad/dp/B0DKG94BTN/ref=sr_1_305?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-305
325,"HP Victus Gaming Laptop,13Th Gen Intel Core I7-13620H,Windows 11 Home 6Gb RTX 4050 Gpu,15.6-Inch(39.6 Cm),Fhd,IPS,144Hz,16Gb Ddr4,1Tb Ssd,Backlit Kb,B&O,9Ms Response Time(Mso,Silver,2.29 Kg),Fa1332Tx  ","91,818",https://amazon.in//HP-I7-13620H-15-6-Inch-Response-Fa1332Tx/dp/B0D2DHNKFB/ref=sr_1_306?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-306
326,"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","74,190",https://amazon.in//Lenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN/dp/B0CX8XPKWJ/ref=sr_1_307?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-307
327,"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/512GB SSD/6GB RTX3050/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") Full HD, Premium Metal Body, Steel Gray, 1.99KG  ","58,980",https://amazon.in//Acer-Processor-RTX3050-Win11Home-AL15G-52/dp/B0D32TY16C/ref=sr_1_308?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU&dib_tag=se&keywords=laptop&qid=1731617646&sprefix=laptop%2Caps%2C214&sr=8-308
328,"Apple 2024 MacBook Air 15â€³ Laptop with M3 chip: 38.91 cm (15.3â€³) Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey  ","1,34,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo5MjkzMDM2OTk5NjA2OTQ6MTczMTYxNzY0NjpzcF9idGY6MzAwMzkyOTYzMzI5MjMyOjowOjo&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0DLHDMN75%2Fref%3Dsr_1_309_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617646%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
329,"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8â€‘core CPU and 10â€‘core GPU, 24GB Unified Memory, 512GB) - Starlight  ","1,54,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo5MjkzMDM2OTk5NjA2OTQ6MTczMTYxNzY0NjpzcF9idGY6MzAwMzkyOTYzMzI5OTMyOjowOjo&url=%2FApple-MacBook-13-inch-10%25E2%2580%2591core-Unified%2Fdp%2FB0DLHTNHKD%2Fref%3Dsr_1_310_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.nsNgHaqaQldPkcG9erwLMQdjXfn0c7bSgjSfEZw64L60HFOli2mwIQp4wdh0N-5f6yW2n6Z8kjcADnMHG_h-wkdeOVAF6-q4-zjlgjBExr6JJWvJ7MSZ4r8usv7X6_EnBkGIaxpmHH4lQ63M0jMZ9t_YJ2TfdSqcxe-b9Efj4-hAAQtkx08k5b4IPsq01_fz5I5xjxBZvz0X823MjzaQSp99bGwq38TvYDLTBdCqFQg.GU9iH1KR4w_LwlB9a6wmrECqUaYEI0Jb3bWCIdKW2dU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617646%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
330,"(Refurbished) Lenovo ThinkPad X270 7th Gen Intel Core i7 Thin & Light HD Laptop (16 GB DDR4 RAM/1 TB SSD/12.5"" (31.8 cm) HD/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)  ","20,999",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DJPTB4KB/ref=sr_1_26?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-26
331,"(Refurbished) Dell Latitude Laptop 5410 Intel Core i5 Mobile-10th Gen -Processor , 16 GB Ram & 512 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer  ","27,499",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzU0NTUxMjY1MjU3NzgyOjE3MzE2MTc1NzY6c3BfbXRmOjMwMDM0Njc1MTcyNzQzMjo6MDo6&url=%2FRefurbished-Dell-Latitude-Mobile-10th-Processor%2Fdp%2FB0CXX7211Y%2Fref%3Dsr_1_27_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617576%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
332,"Dell Inspiron 3520 Laptop, Intel 12th Generation i3-1215U Processor, 8GB DDR4, 512GB SSD, 15.6"" FHD 120Hz Display, Win 11 + MSO'21 & 15 Month McAfee, Black Color, Thin & Light- 1.65kg  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzU0NTUxMjY1MjU3NzgyOjE3MzE2MTc1NzY6c3BfbXRmOjMwMDQwNTcwMTYxNjkzMjo6MDo6&url=%2FDell-Inspiron-Generation-i3-1215U-Processor%2Fdp%2FB0CWLKKR58%2Fref%3Dsr_1_28_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617576%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
333,HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU/fd0111tu Laptop  ,"52,990",https://amazon.in//HP-Keyboard-15-6-inch-fy5009TU-fd0111tu/dp/B0D4M66F6R/ref=sr_1_30?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-30
334,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty  ","24,990",https://amazon.in//Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_31?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-31
335,"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021  ","31,490",https://amazon.in//Lenovo-V14-G3-Intel-1215U/dp/B0DGKZPWV5/ref=sr_1_32?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-32
336,"ASUS TUF Gaming A15, Ryzen 7 7435HS, 15.6-inch, FHD 144Hz, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/48WHr/Graphite Black/2.3 Kg), FA506NCR-HN054W  ","65,990",https://amazon.in//ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_33?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-33
337,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + Mso'21 & 15 Month McAfee, Silver, Thin & Light- 1.62kg  ","55,155",https://amazon.in//Dell-Inspiron-i5-1334U-Processor-39-62cm/dp/B0D2Y1BLDT/ref=sr_1_34?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-34
338,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen,Thin and Light Laptop,15.6"" (39.62 cm) FHD, (8GB RAM/512GB/Windows11/Office 2021/Blue/1.7 kg), X1502ZA-EJ523WS  ","44,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDY2NDE0ODQ1MTc0NzkzOjE3MzE2MTc1NzE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM0MjMwNzMyNjczMjo6MDo6&url=%2FASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ523WS%2Fdp%2FB0C5N3G2MD%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D5BLOEJ9SMC72%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Ur7o0nQqACr7hvhVFq1QcmALKQbESIYWvyVb-hT2Pvj8hKqcYy_VLPRgH_EVX5Jsh5NlDp8SPKruBZeAWMWPvA.oog1r5T2lmpLiMwHRK6qBnH4xn1mAo3EpfE37yZJMUw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0C5N3G2MD%26pd_rd_r%3D2ee2a504-71da-4751-9a11-426ad71b8e61%26pd_rd_w%3Dm6bpq%26pd_rd_wg%3DS9KL0%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3D1381Y8D1E820K5NDYHNT%26qid%3D1731617571%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
339,"ASUS X515, 15.6"" FHD (1920 x 1080) 16:9, 60Hz 200nits, Intel Pentium Gold 7505, Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11/Office Home/37WHr Battery/Transparent Silver/1.80 kg), X1500EA-EJ122WS  ","25,990",https://amazon.in//ASUS-Vivobook-15-6-inch-Intergrated-X1500EA-EJ122WS/dp/B0CZ3K42DX/ref=sr_1_35?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-35
340,"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray  ","43,990",https://amazon.in//MagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard/dp/B0CRQB4HBP/ref=sr_1_36?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-36
341,"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop  ","77,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzU0NTUxMjY1MjU3NzgyOjE3MzE2MTc1NzY6c3BfYnRmOjMwMDMzMzcyNzA4MTkzMjo6MDo6&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsr_1_37_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617576%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
